intron_ID,gene,sample_prefix,Ave,SE
III 293940 294024 +,HMRA1,UPF1,0.0015531454999999999,2.952835e-4
IV 1103810 1103881 +,MCM21,UPF1,0.019887312333333334,0.0056141838232156936
IV 117667 118126 +,RPL35A,UPF1,1.22312e-4,3.898757310135287e-5
IV 117667 118170 +,RPL35A,UPF1,6.474123333333334e-4,9.625286731890699e-5
IV 117669 118159 +,RPL35A,UPF1,1.51933e-4,5.7533028968874343e-5
IV 117831 118157 +,RPL35A,UPF1,4.585e-5,1.3500000000000021e-6
IV 122078 122167 +,YDL189W_five_prime_UTR_intron,UPF1,0.016181952666666666,0.0013960703069215788
IV 122078 122186 +,YDL189W_five_prime_UTR_intron,UPF1,0.016379363,0.002166546196330233
IV 122078 122194 +,YDL189W_five_prime_UTR_intron,UPF1,0.017075766,0.009043636999999998
IV 1236760 1237645 +,YRA1,UPF1,0.0014971535,4.370824999999999e-4
IV 1236843 1237630 +,YRA1,UPF1,0.002590714,1.1721599999999985e-4
IV 1319618 1319816 -,DYN2,UPF1,0.015587728333333334,0.00223636558813334
IV 1319627 1319697 -,DYN2,UPF1,0.021638308666666668,0.0028171022700194575
IV 1319746 1319816 -,DYN2,UPF1,0.006859034333333333,0.002244772218837235
IV 1319748 1319816 -,DYN2,UPF1,0.015227432666666665,0.001770583221302737
IV 1355232 1355550 -,RPS17B,UPF1,0.010138900666666667,0.0019086604555054079
IV 1355251 1355550 -,RPS17B,UPF1,2.804903333333333e-4,4.2656109153450824e-5
IV 1355268 1355550 -,RPS17B,UPF1,0.002192908,4.0654571103669677e-4
IV 1359970 1360373 +,RPS18A,UPF1,0.005385353666666667,5.237962559944256e-4
IV 1359970 1360378 +,RPS18A,UPF1,0.0012176076666666666,1.1922500442766934e-4
IV 1359970 1360405 +,RPS18A,UPF1,1.6957333333333333e-4,5.179338792205474e-5
IV 1359970 1360438 +,RPS18A,UPF1,0.04075911833333333,0.002185032246974579
IV 1359972 1360406 +,RPS18A,UPF1,0.004157712,4.1498810863485397e-4
IV 1401788 1402184 +,RPL27B,UPF1,3.7876133333333335e-4,1.1931536477941325e-4
IV 1401792 1402184 +,RPL27B,UPF1,8.56219e-4,1.0539727531582589e-4
IV 1401797 1402184 +,RPL27B,UPF1,0.003092666,2.3566214836498467e-4
IV 1401801 1402144 +,RPL27B,UPF1,8.62945e-5,2.57945e-5
IV 1401801 1402404 +,RPL27B,UPF1,1.9226033333333333e-4,2.483617364741285e-5
IV 1450456 1450846 -,RPL37B,UPF1,1.9207833333333333e-4,1.1916726746934796e-4
IV 1450457 1450845 -,RPL37B,UPF1,2.9132633333333333e-4,9.47411105105792e-5
IV 1450458 1450849 -,RPL37B,UPF1,5.0600000000000003e-5,2.54e-5
IV 1450459 1450847 -,RPL37B,UPF1,4.096666666666667e-5,1.5716693177778984e-5
IV 1450475 1450846 -,RPL37B,UPF1,1.7460400000000002e-4,3.920928949028959e-5
IV 216158 216504 +,YDL137W_five_prime_UTR_intron,UPF1,0.004563144333333333,0.0013361870334661656
IV 216158 216512 +,YDL137W_five_prime_UTR_intron,UPF1,7.63669e-4,3.7910000000000044e-6
IV 216158 216521 +,YDL137W_five_prime_UTR_intron,UPF1,0.005380546333333333,0.0013662757471894578
IV 217603 218020 +,RPL35B,UPF1,5.052235e-4,2.587765e-4
IV 217605 218009 +,RPL35B,UPF1,4.3618766666666663e-4,1.417033101193398e-4
IV 217630 218007 +,RPL35B,UPF1,1.9385e-4,1.1174999999999998e-4
IV 217817 218007 +,RPL35B,UPF1,6.09246e-4,2.278322836562018e-4
IV 230020 230273 +,RPP1B,UPF1,0.020586004333333335,0.020476229183552772
IV 254943 255044 -,IWR1,UPF1,0.093169342,0.014365819255253294
IV 254956 255044 -,IWR1,UPF1,0.761153944,0.14044546339487896
IV 254975 255148 -,IWR1,UPF1,0.011489781499999999,0.005316941499999999
IV 306806 307765 -,RPS16B,UPF1,1.83092e-4,8.044902574922831e-5
IV 307364 307765 -,RPS16B,UPF1,2.5062e-4,4.70338367702799e-5
IV 308428 308769 +,RPL13A,UPF1,9.75835e-5,3.2834999999999966e-6
IV 308428 308803 +,RPL13A,UPF1,0.0013806164999999998,6.940724999999999e-4
IV 308523 308792 +,RPL13A,UPF1,1.951715e-4,6.563500000000006e-6
IV 322283 322684 +,RPL31A,UPF1,7.19e-5,1.5499999999999997e-5
IV 322283 322689 +,RPL31A,UPF1,1.0033433333333334e-4,2.1522934204651976e-5
IV 322283 322694 +,RPL31A,UPF1,1.4880433333333334e-4,4.3676736639135995e-5
IV 322283 322760 +,RPL31A,UPF1,6.435e-5,6.0500000000000005e-6
IV 337525 337606 +,UBC9,UPF1,0.0021009035,3.2628050000000014e-4
IV 337525 337617 +,UBC9,UPF1,0.006526732666666667,0.0018515144199428872
IV 337525 337635 +,UBC9,UPF1,0.0056225906666666665,7.231902789956305e-4
IV 337525 337894 +,UBC9,UPF1,0.0012804754999999998,3.9316449999999995e-4
IV 340811 341183 -,YDL061C_five_prime_UTR_intron,UPF1,0.0034682633333333332,8.477331069578707e-4
IV 340829 341219 -,YDL061C_five_prime_UTR_intron,UPF1,0.00214241,8.650153548009038e-4
IV 399362 399495 +,ARP2,UPF1,0.009380489,0.0022619275828832364
IV 399362 399818 +,ARP2,UPF1,0.0015373936666666667,9.674158078930924e-4
IV 457476 458097 -,MAF1,UPF1,0.008393861333333334,0.00173532032650616
IV 457716 458097 -,MAF1,UPF1,0.0016730996666666667,2.701948599519323e-5
IV 458002 458097 -,MAF1,UPF1,0.004418844,0.0027330209634718015
IV 458039 458097 -,MAF1,UPF1,0.010454964666666667,0.005216596597405898
IV 491558 491897 +,RPS11A,UPF1,1.8244e-4,7.513529410558885e-5
IV 491560 491887 +,RPS11A,UPF1,8.491766666666667e-5,3.1775064313249015e-5
IV 491666 491898 +,RPS11A,UPF1,7.00915e-5,4.13915e-5
IV 491670 491898 +,RPS11A,UPF1,7.03915e-5,4.10915e-5
IV 491689 491898 +,RPS11A,UPF1,0.001842191,6.343440002343627e-5
IV 491787 491898 +,RPS11A,UPF1,1.520853333333333e-4,4.9254355578409964e-5
IV 579465 580017 +,RPS13,UPF1,0.00105086,8.880865478129559e-4
IV 579479 580024 +,RPS13,UPF1,3.9669966666666667e-4,1.6114027311252076e-4
IV 579895 580017 +,RPS13,UPF1,6.573659999999999e-4,5.052857125429137e-5
IV 629906 630038 +,UBC13,UPF1,2.5072115385,2.4927884614999996
IV 629906 630056 +,UBC13,UPF1,7.347092267,7.3264541969773065
IV 629906 630189 +,UBC13,UPF1,0.005429225,0.002984237
IV 652781 653480 +,YDR099W_five_prime_UTR_intron,UPF1,0.001803647,4.0883221264637813e-4
IV 652781 653490 +,YDR099W_five_prime_UTR_intron,UPF1,4.84657e-4,1.2859300476438575e-4
IV 652781 653526 +,YDR099W_five_prime_UTR_intron,UPF1,0.029844344000000002,0.0011166384475211012
IV 652781 653555 +,YDR099W_five_prime_UTR_intron,UPF1,5.404475e-4,1.6952749999999995e-4
IV 652781 653562 +,YDR099W_five_prime_UTR_intron,UPF1,0.001321864,4.26646250264002e-4
IV 65307 65371 +,DTD1,UPF1,0.0024685339999999997,8.183085840863049e-4
IV 65307 65403 +,DTD1,UPF1,0.006860375,0.0021280975586657207
IV 65307 65406 +,DTD1,UPF1,0.006607798666666667,0.0022150991609383493
IV 65307 65439 +,DTD1,UPF1,0.006301397333333333,0.0015060378743274613
IV 653134 653523 +,YDR099W_five_prime_UTR_intron,UPF1,0.0020707333333333335,0.0010848592433368694
IV 715178 715358 -,SAC6,UPF1,0.00388471,0.0016698508215193955
IV 715192 715358 -,SAC6,UPF1,0.023629779333333333,0.0012344745700340603
IV 715246 715358 -,SAC6,UPF1,0.002860545333333333,6.188120270651212e-4
IV 715248 715354 -,SAC6,UPF1,0.017944788666666666,0.004200100475354383
IV 733686 733775 -,RUB1,UPF1,0.011284775666666667,0.0018161097448080549
IV 733708 733775 -,RUB1,UPF1,0.004186268666666667,4.853478857484027e-4
IX 231954 232366 -,RPS24B,UPF1,0.00090742800000000005,2.3739175428041587e-4
IX 256554 257025 -,RPL34B,UPF1,1.9851333333333334e-4,3.1643714311762526e-5
IX 256555 256785 -,RPL34B,UPF1,3.765e-5,1.0950000000000002e-5
IX 316772 317148 +,RPL2B,UPF1,3.8823466666666664e-4,7.337206946409814e-5
IX 316847 317171 +,RPL2B,UPF1,4.50048e-4,1.424698903955967e-4
IX 317047 317171 +,RPL2B,UPF1,5.62267e-4,2.575070793201616e-5
IX 47699 47755 +,YIL156W-B,UPF1,0.004749408333333333,0.0019334977825728457
IX 47699 47756 +,YIL156W-B,UPF1,0.00670078,0.0020711500000000003
IX 47699 47764 +,YIL156W-B,UPF1,0.12081384266666666,0.01741939724922861
IX 47699 47788 +,YIL156W-B,UPF1,0.005613475,0.0021359733391497038
IX 99096 99381 -,RPL16A,UPF1,2.58122e-4,2.1422199999999997e-4
IX 99096 99414 -,RPL16A,UPF1,6.357936666666667e-4,8.490198714858079e-5
IX 99120 99385 -,RPL16A,UPF1,1.67408e-4,5.0045369056487125e-5
IX 99131 99385 -,RPL16A,UPF1,0.006851618666666667,1.3519954144687187e-4
IX 99133 99385 -,RPL16A,UPF1,1.3987166666666666e-4,5.603652873597523e-5
IX 99137 99385 -,RPL16A,UPF1,3.0492966666666665e-4,7.185850997233693e-5
V 148195 148291 +,GIM4,UPF1,0.0015261963333333332,2.3217262401952372e-4
V 158999 159091 -,PMI40,UPF1,9.79494e-4,4.0338995565746726e-4
V 166758 166874 -,TMA20,UPF1,0.0012325195,6.308345e-4
V 269717 270148 -,RPL34A,UPF1,4.7311499999999997e-4,1.2192999999999998e-4
V 269751 270147 -,RPL34A,UPF1,1.9376849999999999e-4,7.67065e-5
V 269784 270148 -,RPL34A,UPF1,0.018360699666666667,6.282232764949975e-4
V 269788 270148 -,RPL34A,UPF1,4.469093333333333e-4,1.082673089569413e-4
V 306427 306791 +,RPS24A,UPF1,1.521145e-4,1.1499999999991333e-8
V 307656 307848 +,YOS1,UPF1,0.001956459,2.877059999999999e-4
V 307747 307813 +,YOS1,UPF1,0.001271182,4.726076092598736e-4
V 307747 307816 +,YOS1,UPF1,0.002864227,7.006643407918899e-4
V 307747 307818 +,YOS1,UPF1,0.022197209333333332,0.0015791902008630168
V 307747 307824 +,YOS1,UPF1,0.002016214,5.84425381961062e-4
V 307747 307826 +,YOS1,UPF1,0.0011366213333333334,4.937821663649986e-4
V 307747 307828 +,YOS1,UPF1,0.0014737625000000002,1.9499049999999996e-4
V 307747 307838 +,YOS1,UPF1,0.0015960026666666665,6.553620242584332e-4
V 307957 308054 +,YOS1,UPF1,4.1671950000000003e-4,4.6885000000000145e-6
V 307958 308068 +,YOS1,UPF1,0.0032744926666666667,6.367777564462957e-4
V 348192 348276 -,AIM11,UPF1,0.024646782,0.008320251
V 348202 348286 -,AIM11,UPF1,0.011895463666666667,0.007788545362847703
V 362734 363093 +,YER102W_five_prime_UTR_intron,UPF1,2.908995e-4,1.4830749999999998e-4
V 362913 363092 +,YER102W_five_prime_UTR_intron,UPF1,4.107125e-4,1.1790849999999996e-4
V 396771 397281 +,RPL23B,UPF1,5.416666666666666e-4,2.4086088129688293e-4
V 396811 397282 +,RPL23B,UPF1,2.07171e-4,5.969499829131416e-5
V 396811 397285 +,RPL23B,UPF1,3.24942e-4,3.859703026572553e-5
V 423591 423929 +,YER131W_five_prime_UTR_intron,UPF1,1.2084566666666667e-4,3.1024448602853724e-6
V 423591 423931 +,YER131W_five_prime_UTR_intron,UPF1,0.0034631516666666666,5.014794229445289e-4
V 423825 423951 +,YER131W_five_prime_UTR_intron,UPF1,0.0015318053333333334,1.7127105374944258e-4
VI 203285 203386 -,LSB3,UPF1,0.003911686,0.001050299314801738
VI 203292 203386 -,LSB3,UPF1,0.006282158499999999,0.0012721384999999999
VI 221264 221414 -,RPL2A,UPF1,9.799873333333332e-4,1.0101643817111043e-4
VI 221282 221414 -,RPL2A,UPF1,2.25012e-4,4.3276e-5
VI 223440 223771 -,YFR032C-A_five_prime_UTR_intron,UPF1,5.046353333333333e-4,1.124245922449552e-4
VI 223441 223727 -,YFR032C-A_five_prime_UTR_intron,UPF1,4.969880000000001e-4,2.8132501911016264e-4
VI 54376 54686 -,ACT1,UPF1,9.094999999999999e-5,2.499999999999993e-7
VI 64354 64920 -,RPL22B,UPF1,0.004133611666666667,0.001024689639068229
VI 64357 64920 -,RPL22B,UPF1,0.003647276,0.00189289
VI 64588 64856 -,RPL22B,UPF1,0.0029655519999999998,2.7514446398271093e-4
VI 64588 64920 -,RPL22B,UPF1,0.002091420666666667,6.107205314556279e-4
VI 64592 64856 -,RPL22B,UPF1,0.007699348333333334,0.0014172007156351492
VI 64592 64920 -,RPL22B,UPF1,0.016876155333333333,0.002033519436951967
VI 64600 64856 -,RPL22B,UPF1,0.15679258566666668,0.011363878932196439
VII 148599 148711 -,YGL189C_five_prime_UTR_intron,UPF1,0.0026035423333333335,2.5671643777543953e-4
VII 148599 148716 -,YGL189C_five_prime_UTR_intron,UPF1,0.004994373666666667,0.0014244060376943479
VII 148599 148767 -,YGL189C_five_prime_UTR_intron,UPF1,0.002800339666666667,8.090062587927104e-4
VII 148599 148897 -,YGL189C_five_prime_UTR_intron,UPF1,0.07659780833333332,0.04472274959208839
VII 148599 148901 -,YGL189C_five_prime_UTR_intron,UPF1,4.689183333333333e-4,1.152403933889695e-4
VII 148599 148969 -,YGL189C_five_prime_UTR_intron,UPF1,0.0239724085,0.0236738115
VII 148631 148715 -,YGL189C_five_prime_UTR_intron,UPF1,0.001476471,5.206759999999999e-4
VII 148641 148715 -,YGL189C_five_prime_UTR_intron,UPF1,5.286853333333334e-4,1.225445543796668e-4
VII 311136 311526 +,RPL28,UPF1,5.5599999999999996e-5,2.7199999999999994e-5
VII 311229 311526 +,RPL28,UPF1,1.12564e-4,2.9769155670481042e-5
VII 311350 311526 +,RPL28,UPF1,5.302486666666666e-4,2.2874409760861104e-4
VII 311400 311526 +,RPL28,UPF1,3.740286666666667e-4,1.823771614295801e-5
VII 364965 365985 -,RPL7A,UPF1,1.1742750000000001e-4,2.0827499999999993e-5
VII 364969 365432 -,RPL7A,UPF1,1.34068e-4,4.057506201268623e-5
VII 364990 365432 -,RPL7A,UPF1,3.332736666666667e-4,3.3816336926271465e-5
VII 365510 365985 -,RPL7A,UPF1,9.959909999999999e-4,5.569943565243724e-5
VII 365526 365985 -,RPL7A,UPF1,5.905455e-4,3.403450000000001e-5
VII 365527 365969 -,RPL7A,UPF1,4.036373333333333e-4,5.198747458870367e-5
VII 365535 365985 -,RPL7A,UPF1,2.1114266666666666e-4,6.03384404320975e-5
VII 436313 436378 +,HOP2,UPF1,0.017103482333333333,0.00356994321765171
VII 439085 439323 +,RPL30,UPF1,7.664999999999999e-5,1.2849999999999992e-5
VII 439095 439325 +,RPL30,UPF1,1.5158133333333335e-4,3.6153705948046023e-5
VII 439095 439326 +,RPL30,UPF1,2.675e-5,9.050000000000001e-6
VII 439096 439325 +,RPL30,UPF1,4.380926666666667e-4,7.851128152550932e-5
VII 439098 439295 +,RPL30,UPF1,2.48e-5,7.1000000000000015e-6
VII 439098 439323 +,RPL30,UPF1,0.0053011916666666666,7.976988158725363e-5
VII 439100 439294 +,RPL30,UPF1,4.484406666666666e-4,4.343833815626212e-5
VII 439100 439313 +,RPL30,UPF1,9.374909999999999e-4,3.8819707894315725e-5
VII 439100 439323 +,RPL30,UPF1,0.00111581,4.2418216986730334e-5
VII 497339 497458 -,EFM5,UPF1,0.002608676,0.0012178550000000001
VII 497371 497458 -,EFM5,UPF1,0.003688507,0.002328723079869381
VII 497373 497458 -,EFM5,UPF1,0.009894023666666666,0.004750244104545658
VII 497893 497999 -,EFM5,UPF1,0.002553938,0.0013968793530900704
VII 497903 497999 -,EFM5,UPF1,0.010507722333333334,1.4285247521520606e-4
VII 534474 534781 -,YGR027C_five_prime_UTR_intron,UPF1,0.08167999766666667,0.0012866732236412814
VII 543639 543755 +,ERV1,UPF1,0.003064044,0.0019246700145576473
VII 543639 543788 +,ERV1,UPF1,0.013915562666666666,0.003403465749244943
VII 555831 556109 +,RPL26B,UPF1,7.75013e-4,1.1280738623423556e-4
VII 555831 556291 +,RPL26B,UPF1,8.7159e-5,3.300536505378078e-5
VII 555831 556297 +,RPL26B,UPF1,1.8979566666666665e-4,1.517126123446711e-5
VII 555831 556323 +,RPL26B,UPF1,3.27245e-4,1.7716000000000005e-5
VII 555831 556326 +,RPL26B,UPF1,2.40053e-4,1.0949054605916136e-4
VII 555831 556399 +,RPL26B,UPF1,0.0107512465,0.0035215314999999994
VII 556128 556307 +,RPL26B,UPF1,2.3393699999999998e-4,6.100925307142625e-5
VII 556132 556307 +,RPL26B,UPF1,4.41e-5,9.999999999999904e-8
VII 556156 556307 +,RPL26B,UPF1,1.16958e-4,1.538009587096258e-5
VII 62064 62189 +,TAN1,UPF1,0.0021790950000000003,0.001067955946879989
VII 62132 62183 +,TAN1,UPF1,0.134533456,0.002540567566189553
VII 62132 62196 +,TAN1,UPF1,0.12616845866666665,0.010568248452124793
VII 62132 62214 +,TAN1,UPF1,0.013217014666666667,7.678559964538349e-4
VII 727039 727355 +,RPS23A,UPF1,9.710033333333332e-5,1.7926051808595345e-5
VII 727039 727385 +,RPS23A,UPF1,4.3417166666666666e-4,8.03461849049336e-5
VII 727039 727510 +,RPS23A,UPF1,2.0565533333333333e-4,9.290713198374195e-5
VII 727204 727357 +,RPS23A,UPF1,4.37448e-4,2.0890790177492091e-4
VII 72845 73137 -,OST5,UPF1,0.0020330599999999997,0.0010668145300914932
VII 72985 73137 -,OST5,UPF1,0.017783603666666665,0.0011660091795878417
VII 787691 788178 -,YGR148C_five_prime_UTR_intron,UPF1,2.04515e-4,1.0381e-4
VII 787784 788178 -,YGR148C_five_prime_UTR_intron,UPF1,0.01039163,3.0205650829604673e-4
VII 787787 787866 -,YGR148C_five_prime_UTR_intron,UPF1,1.5162850000000001e-4,5.0923499999999994e-5
VII 787787 788015 -,YGR148C_five_prime_UTR_intron,UPF1,0.0017592103333333334,1.999926678408764e-4
VII 787787 788678 -,YGR148C_five_prime_UTR_intron,UPF1,0.06775733733333333,0.016745547456461438
VII 787800 788178 -,YGR148C_five_prime_UTR_intron,UPF1,8.45823e-4,2.354103043390412e-4
VII 920660 921114 +,RPS0A,UPF1,2.24644e-4,1.211026381876134e-4
VII 920665 921108 +,RPS0A,UPF1,2.11015e-4,5.616799999999999e-5
VII 920665 921113 +,RPS0A,UPF1,2.1703166666666666e-4,3.4212988626803385e-5
VII 920665 921129 +,RPS0A,UPF1,0.0014446673333333333,8.82599991621975e-5
VIII 104402 104803 +,RPL14B,UPF1,1.79055e-4,4.957763514260572e-5
VIII 104408 104806 +,RPL14B,UPF1,3.1099766666666667e-4,4.939603341812421e-5
VIII 126543 127112 +,RPL27A,UPF1,8.42875e-5,2.4787499999999993e-5
VIII 126548 127112 +,RPL27A,UPF1,4.29925e-4,1.4328677530160743e-4
VIII 126552 126829 +,RPL27A,UPF1,7.6485e-5,2.5557827731114657e-5
VIII 126556 127112 +,RPL27A,UPF1,1.0309366666666667e-4,4.3894008400286756e-5
VIII 129529 129630 +,VPS29,UPF1,0.004172219666666667,0.0014927800553482232
VIII 138237 138408 -,YSC84,UPF1,0.034231744,0.00878020943003835
VIII 138257 138408 -,YSC84,UPF1,0.14167557233333333,0.009498634314879805
VIII 138261 138408 -,YSC84,UPF1,0.008429181333333334,0.0023029047328718237
VIII 148110 148666 -,RPS27B,UPF1,0.0012761566666666666,2.3757163316379153e-4
VIII 148114 148664 -,RPS27B,UPF1,2.1453766666666666e-4,4.7483961721593725e-5
VIII 148117 148508 -,RPS27B,UPF1,0.001083659,1.0121117553083419e-4
VIII 148118 148669 -,RPS27B,UPF1,1.381465e-4,2.15925e-5
VIII 148151 148666 -,RPS27B,UPF1,0.0011118993333333333,9.183609694147746e-5
VIII 251156 251258 +,PTC7,UPF1,0.04289360933333333,0.005993552833800454
VIII 251156 251458 +,PTC7,UPF1,0.014141651333333333,0.004188435018801984
VIII 251156 251464 +,PTC7,UPF1,0.002019412,8.142800000000003e-5
VIII 255668 255750 -,NMD2,UPF1,0.005036776333333333,0.0013510093075433558
VIII 255675 255750 -,NMD2,UPF1,0.010729720666666666,0.0029785120665106898
VIII 298360 298483 -,YHR097C,UPF1,0.005120451666666667,9.782292427020596e-4
VIII 298381 298484 -,YHR097C,UPF1,0.0157734985,9.951750000000008e-5
VIII 298387 298484 -,YHR097C,UPF1,0.004134258333333333,0.001069486463235562
VIII 298423 298484 -,YHR097C,UPF1,0.007720485000000001,0.001803325
VIII 315790 315858 -,BIG1,UPF1,0.007575940333333333,1.9092382704832234e-4
VIII 315796 315858 -,BIG1,UPF1,0.0091887205,0.0052517125
VIII 354808 354955 +,EPT1,UPF1,0.007310749,0.0032069747390768453
VIII 382307 382629 -,RPL42B,UPF1,1.26554e-4,3.6753999999999994e-5
VIII 505244 505516 -,RPS4B,UPF1,0.001546605,4.137359999999999e-4
X 156770 157249 -,RPS21B,UPF1,3.24938e-4,1.0353067605304236e-4
X 156789 157249 -,RPS21B,UPF1,1.800975e-4,1.135975e-4
X 156791 157250 -,RPS21B,UPF1,7.473333333333332e-5,2.1186657226765256e-5
