intron_ID,gene,sample_prefix,Ave,SE
II 125157 125272 +,SEC17,U_R,0.0022577455,0.0010382335
II 142728 142846 -,ERD2,U_R,0.0021840366666666666,0.00112903287687329
II 142728 142846 -,ERD2,UPF1,0.0028420825,9.208525e-4
II 142754 142846 -,ERD2,RRP6,0.003886168,0.0013518341023606906
II 142754 142846 -,ERD2,U_R,0.05244543,0.005387231009836037
II 142754 142846 -,ERD2,UPF1,0.06513435233333334,0.010483050836188298
II 168425 168780 +,RPL19B,RRP6,5.780933333333333e-5,2.2735812142472012e-5
II 168425 168780 +,RPL19B,U_R,5.56e-5,1.71e-5
II 168555 168808 +,RPL19B,RRP6,2.49555e-4,1.1126928600621708e-4
II 168555 168808 +,RPL19B,U_R,2.617446666666667e-4,7.646203900048123e-5
II 168555 168808 +,RPL19B,UPF1,0.001122716,4.4903092647760205e-5
II 168601 168808 +,RPL19B,RRP6,0.005269014999999999,0.005216123077844789
II 168601 168808 +,RPL19B,U_R,7.5773e-5,1.9616122510153057e-5
II 168601 168808 +,RPL19B,UPF1,0.0051548593333333335,0.004960241408301694
II 168649 168808 +,RPL19B,U_R,1.660915e-4,1.2489149999999997e-4
II 168649 168808 +,RPL19B,UPF1,2.6316766666666666e-4,5.893033275638088e-5
II 170621 170757 +,LSM2,UPF1,0.001155927,2.2059818794133376e-4
II 170621 170804 +,LSM2,RRP6,0.017727156,6.179087710584786e-4
II 170621 170804 +,LSM2,U_R,0.021763371666666666,0.003974459450675708
II 170621 170804 +,LSM2,UPF1,0.027466060333333334,0.0013532498170800216
II 170677 170757 +,LSM2,RRP6,0.017996401666666665,0.0013264895974519038
II 170677 170757 +,LSM2,U_R,0.04189403433333333,0.0027887735758296067
II 170677 170757 +,LSM2,UPF1,0.049826489,0.0025384602715981864
II 170677 170844 +,LSM2,RRP6,0.0015299903333333333,5.663095343721292e-4
II 170677 170844 +,LSM2,U_R,0.004110161,7.597103824741374e-4
II 170677 170844 +,LSM2,UPF1,0.0037509693333333334,7.437121646184394e-4
II 170677 170871 +,LSM2,U_R,0.005541326666666666,0.0010543567976507976
II 170677 170871 +,LSM2,UPF1,0.002442698,8.832439999999999e-4
II 366508 366584 -,YBR062C,RRP6,0.0083705355,5.580354999999999e-4
II 366508 366584 -,YBR062C,U_R,0.11616375,0.04738759959651931
II 366508 366584 -,YBR062C,UPF1,0.086399247,0.023764817600868418
II 393181 393507 +,ECM33,RRP6,0.011153167,0.001328574431441837
II 393181 393507 +,ECM33,U_R,0.0100596,0.001456838689762528
II 393181 393507 +,ECM33,UPF1,0.010520485333333334,0.0010945186553906292
II 393181 393669 +,ECM33,RRP6,4.887653333333333e-4,5.6253210173089475e-5
II 393181 393669 +,ECM33,U_R,6.488416666666667e-4,2.471776796431623e-4
II 406708 407122 -,UBC4,U_R,2.97036e-4,1.6911e-4
II 406708 407122 -,UBC4,UPF1,5.896425e-4,8.763450000000002e-5
II 406769 407122 -,UBC4,RRP6,6.39875e-4,2.3259799999999998e-4
II 406769 407122 -,UBC4,U_R,8.007513333333333e-4,3.7713993103017404e-4
II 406769 407122 -,UBC4,UPF1,3.81157e-4,1.0626926226493404e-4
II 407029 407124 -,UBC4,UPF1,1.6334999999999999e-4,5.968999999999996e-6
II 407034 407122 -,UBC4,RRP6,7.42702e-4,3.0314215831740287e-4
II 407034 407122 -,UBC4,U_R,0.0012472953333333332,1.9390188076905747e-4
II 407034 407122 -,UBC4,UPF1,4.973546666666666e-4,1.0249621405907853e-4
II 407041 407122 -,UBC4,RRP6,1.405855e-4,4.8265000000000045e-6
II 407041 407122 -,UBC4,U_R,0.002527699,1.9419522253735628e-4
II 407041 407122 -,UBC4,UPF1,0.0023951136666666667,8.113325142575297e-4
II 414756 415261 -,RPL19A,RRP6,2.2628433333333334e-4,7.90991781085268e-5
II 414756 415261 -,RPL19A,U_R,2.7489666666666665e-4,8.564827835656969e-5
II 414756 415261 -,RPL19A,UPF1,2.0726150000000001e-4,1.042645e-4
II 426494 426873 -,YBR089C-A_five_prime_UTR_intron,RRP6,0.008149550666666667,4.1082948903964724e-4
II 426494 426873 -,YBR089C-A_five_prime_UTR_intron,U_R,0.0031308674999999996,8.307034029905519e-4
II 426494 426873 -,YBR089C-A_five_prime_UTR_intron,UPF1,0.005107806666666667,4.918669543743625e-4
II 426494 426873 -,YBR090C,RRP6,0.008149550666666667,4.1082948903964724e-4
II 426494 426873 -,YBR090C,U_R,0.0031308674999999996,8.307034029905519e-4
II 426494 426873 -,YBR090C,UPF1,0.005107806666666667,4.918669543743625e-4
II 426517 426604 -,YBR089C-A_five_prime_UTR_intron,UPF1,0.002241323,2.512686106540166e-5
II 426517 426604 -,YBR090C,UPF1,0.002241323,2.512686106540166e-5
II 426517 426630 -,YBR089C-A_five_prime_UTR_intron,RRP6,0.02451744633333333,6.927253906787144e-4
II 426517 426630 -,YBR089C-A_five_prime_UTR_intron,U_R,0.03947941666666667,0.002401729720875363
II 426517 426630 -,YBR089C-A_five_prime_UTR_intron,UPF1,0.037259354333333335,7.942998523249133e-4
II 426517 426630 -,YBR090C,RRP6,0.02451744633333333,6.927253906787144e-4
II 426517 426630 -,YBR090C,U_R,0.03947941666666667,0.002401729720875363
II 426517 426630 -,YBR090C,UPF1,0.037259354333333335,7.942998523249133e-4
II 45645 45972 +,YBL092W_five_prime_UTR_intron,RRP6,1.6806666666666667e-4,4.6007214862936927e-05
II 45645 45972 +,YBL092W_five_prime_UTR_intron,U_R,2.0406166666666665e-4,8.767820468876199e-5
II 45645 45972 +,YBL092W_five_prime_UTR_intron,UPF1,1.5641166666666666e-4,2.718518266956796e-5
II 45645 45978 +,YBL092W_five_prime_UTR_intron,RRP6,2.39645e-4,3.8183637887625815e-5
II 45645 45978 +,YBL092W_five_prime_UTR_intron,U_R,2.9483533333333334e-4,7.78803905920982e-5
II 45645 45978 +,YBL092W_five_prime_UTR_intron,UPF1,3.1162666666666666e-4,8.933122659207395e-6
II 45647 45979 +,YBL092W_five_prime_UTR_intron,RRP6,4.285e-5,1.3349999999999998e-5
II 45647 45979 +,YBL092W_five_prime_UTR_intron,U_R,5.705e-5,2.8049999999999994e-5
II 45647 45979 +,YBL092W_five_prime_UTR_intron,UPF1,7.7147e-5,2.8489987872935294e-5
II 462210 462269 +,SUS1,RRP6,0.013486892,0.0023195175233981314
II 462210 462269 +,SUS1,U_R,0.03476226166666667,0.0015826130955838348
II 462210 462269 +,SUS1,UPF1,0.053647576333333336,0.007672648483846505
II 462210 462499 +,SUS1,RRP6,0.004146418666666666,9.795081987561808e-4
II 462210 462499 +,SUS1,U_R,0.0018610435,5.650851162085378e-4
II 462210 462499 +,SUS1,UPF1,0.0023901863333333335,5.462955645106817e-4
II 592417 592772 -,RPS6B,U_R,9.808000000000001e-5,2.728e-5
II 592417 592772 -,RPS6B,UPF1,1.94242e-4,3.6161770877544146e-5
II 592426 592768 -,RPS6B,UPF1,2.4177900000000002e-4,8.191499999999999e-5
II 592673 592768 -,RPS6B,RRP6,4.366726666666667e-4,7.103226332058163e-5
II 592673 592768 -,RPS6B,U_R,6.900879999999999e-4,8.026620107077032e-5
II 592673 592768 -,RPS6B,UPF1,6.264025e-4,2.487585e-4
II 60150 60697 -,RPL23A,RRP6,1.41128e-4,5.6686458959202375e-5
II 60150 60697 -,RPL23A,U_R,6.262975e-4,1.1204550000000001e-4
II 60150 60697 -,RPL23A,UPF1,6.969026666666666e-4,6.666150539437619e-5
II 60190 60697 -,RPL23A,RRP6,5.566666666666667e-5,3.1487210807634975e-6
II 60190 60697 -,RPL23A,U_R,0.0010330326666666667,1.19715562244198e-4
II 60190 60697 -,RPL23A,UPF1,9.141343333333334e-4,1.8220166097151195e-4
II 60195 60698 -,RPL23A,UPF1,1.1343466666666667e-4,3.9947325322785314e-5
II 60209 60697 -,RPL23A,U_R,4.907016666666666e-4,1.3515533496232318e-4
II 60209 60697 -,RPL23A,UPF1,5.16975e-4,9.908438033481025e-5
II 60217 60697 -,RPL23A,U_R,5.975e-5,2.9500000000000035e-6
II 60217 60697 -,RPL23A,UPF1,1.273755e-4,2.60535e-5
II 60333 60697 -,RPL23A,U_R,1.2112733333333334e-4,5.3118905113381666e-5
II 60333 60697 -,RPL23A,UPF1,1.96227e-4,8.345000000000002e-6
II 604513 604925 +,RPS9B,RRP6,9.935433333333333e-5,1.93373391510943e-5
II 604513 604925 +,RPS9B,U_R,5.2233333333333334e-5,1.1109355416844752e-5
II 604513 604925 +,RPS9B,UPF1,1.059915e-4,6.491499999999997e-6
II 604515 604928 +,RPS9B,U_R,8.212966666666667e-5,1.8112671810395924e-5
II 604515 604928 +,RPS9B,UPF1,9.028749999999999e-5,3.40875e-5
II 604515 604930 +,RPS9B,RRP6,1.2647866666666666e-4,3.4282295442075896e-5
II 604515 604930 +,RPS9B,UPF1,1.2187466666666667e-4,4.2468997026589226e-5
II 604515 604937 +,RPS9B,UPF1,1.1014833333333332e-4,4.358162460002814e-5
II 604515 605211 +,RPS9B,U_R,1.3829833333333334e-4,4.820611305748588e-5
II 604515 605211 +,RPS9B,UPF1,9.847366666666666e-5,3.63197477521221e-5
II 604519 604927 +,RPS9B,U_R,5.2566666666666666e-5,1.166266598071718e-5
II 604519 604927 +,RPS9B,UPF1,1.90833e-4,3.933469869381655e-5
II 604780 604927 +,RPS9B,UPF1,0.0016772103333333333,0.0011002111958514046
II 606281 606633 +,RPL21A,U_R,4.041133333333334e-4,8.759121680726772e-5
II 606281 606633 +,RPL21A,UPF1,4.487925e-4,2.2843149999999998e-4
II 606281 606670 +,RPL21A,RRP6,1.3236433333333332e-4,5.0098331723166636e-5
II 606281 606670 +,RPL21A,U_R,1.6014733333333334e-4,3.734112914438686e-5
II 606281 606670 +,RPL21A,UPF1,2.16337e-4,5.562055026696518e-5
II 606281 606680 +,RPL21A,RRP6,1.1028399999999999e-4,2.8431872068742383e-5
II 606281 606680 +,RPL21A,U_R,9.0748e-5,2.6348000000000006e-5
II 606281 606680 +,RPL21A,UPF1,7.229366666666666e-5,1.8957408581109157e-5
II 606538 606668 +,RPL21A,RRP6,1.0647050000000001e-4,5.2305000000000035e-6
II 606538 606668 +,RPL21A,UPF1,3.05158e-4,1.546261882735264e-5
II 653369 653490 +,HPC2,RRP6,0.0747340425,2.659574999999969e-4
II 653369 653490 +,HPC2,UPF1,0.0439212525,0.014218282499999998
II 653369 653558 +,HPC2,U_R,0.025832062666666666,0.010232309556813885
II 653369 653558 +,HPC2,UPF1,0.032346723,0.014164904999999998
II 726680 727011 -,YBR255C-A,RRP6,0.010354715,0.0010089210000000003
II 726680 727011 -,YBR255C-A,U_R,0.008207902333333333,0.0026755714236078205
II 726680 727011 -,YBR255C-A,UPF1,0.006585883666666667,0.001835274730815556
II 726826 727011 -,YBR255C-A,RRP6,0.034133141666666665,0.01174005674931773
II 726826 727011 -,YBR255C-A,U_R,0.022994541,0.00507009517608105
II 726826 727011 -,YBR255C-A,UPF1,0.030724094333333334,0.0037728554916885036
II 89133 89441 -,YBL072C_five_prime_UTR_intron,UPF1,1.150625e-4,8.15625e-5
II 89147 89440 -,YBL072C_five_prime_UTR_intron,RRP6,2.5295066666666664e-4,2.0107995565722385e-4
II 89147 89440 -,YBL072C_five_prime_UTR_intron,UPF1,4.995e-5,1.7150000000000004e-5
III 101606 101700 -,YCL012C,RRP6,0.014989585333333335,0.004840032032012335
III 101606 101700 -,YCL012C,U_R,0.031844915333333335,0.004210168824631238
III 101606 101700 -,YCL012C,UPF1,0.04611577133333333,0.006276132607146017
III 107034 107287 +,VMA9,RRP6,0.0049468421666666665,7.608066698173904e-4
III 107034 107287 +,VMA9,U_R,0.0032081976666666666,5.836373482089524e-4
III 107034 107287 +,VMA9,UPF1,0.0021381676666666666,2.388711628308821e-4
III 107034 107304 +,VMA9,RRP6,7.868963333333333e-4,1.3368082337210694e-4
III 107034 107304 +,VMA9,U_R,3.7484533333333333e-4,4.836947372924833e-5
III 107034 107304 +,VMA9,UPF1,6.05423e-4,1.0733541714240147e-4
III 111580 111633 -,YCL002C,RRP6,0.11408134666666667,0.019037870968643934
III 111580 111633 -,YCL002C,U_R,0.19663547233333334,0.0120881745722907
III 111580 111633 -,YCL002C,UPF1,0.212613909,0.011992103011584179
III 173093 173198 -,RIM1,UPF1,6.444533333333333e-4,1.9423804195225106e-4
III 177906 178212 -,RPS14A,RRP6,8.76835e-5,2.1683499999999993e-5
III 177906 178212 -,RPS14A,U_R,1.418265e-4,7.882649999999999e-5
III 177906 178212 -,RPS14A,UPF1,8.52005e-5,2.65005e-5
III 177936 178213 -,RPS14A,U_R,1.8264266666666667e-4,6.632888401828507e-5
III 177936 178213 -,RPS14A,UPF1,2.2759e-4,1.1462176567447098e-4
III 293848 293993 +,HMRA1,RRP6,7.7442e-4,2.1071213801139541e-4
III 293848 293993 +,HMRA1,U_R,0.0023726433333333334,4.515602653043974e-4
III 293848 293993 +,HMRA1,UPF1,0.002507328,3.3349498330009905e-4
III 293851 293993 +,HMRA1,RRP6,0.03786699733333333,8.935514574767255e-4
III 293851 293993 +,HMRA1,U_R,0.054525802666666665,0.005962441218421762
III 293851 293993 +,HMRA1,UPF1,0.070641435,0.006820833768094361
III 293851 294007 +,HMRA1,RRP6,0.0014284515,3.6688049999999994e-4
III 293851 294007 +,HMRA1,U_R,0.002391555666666667,0.0010180514087250758
III 293851 294007 +,HMRA1,UPF1,0.0016729296666666668,7.553439277874978e-4
III 293940 294003 +,HMRA1,RRP6,0.0019036493333333333,3.6330904620783175e-4
III 293940 294003 +,HMRA1,U_R,0.0011886686666666667,3.5013189918578464e-4
III 293940 294003 +,HMRA1,UPF1,0.004360019333333334,0.0018585431389879308
III 293940 294007 +,HMRA1,RRP6,0.018721709333333333,0.0027833141810944457
III 293940 294007 +,HMRA1,U_R,0.034629169333333334,0.003981981809176613
III 293940 294007 +,HMRA1,UPF1,0.04076784,0.0045727762284704385
III 293940 294021 +,HMRA1,RRP6,0.0020570723333333332,7.647137725328637e-4
III 293940 294021 +,HMRA1,U_R,0.002517725,4.775147615899778e-4
III 293940 294021 +,HMRA1,UPF1,0.0035512836666666664,8.995460281616747e-4
III 293940 294024 +,HMRA1,RRP6,8.300075e-4,2.3156350000000004e-4
III 293940 294024 +,HMRA1,U_R,0.0022322563333333333,8.524246149797908e-4
III 293940 294024 +,HMRA1,UPF1,0.0015531454999999999,2.952835e-4
IV 1103810 1103881 +,MCM21,RRP6,0.0093037215,9.003604999999999e-4
IV 1103810 1103881 +,MCM21,U_R,0.015092332,0.005465119684675626
IV 1103810 1103881 +,MCM21,UPF1,0.019887312333333334,0.0056141838232156936
IV 117667 118126 +,RPL35A,U_R,3.5835733333333333e-4,1.7231710394244415e-5
IV 117667 118126 +,RPL35A,UPF1,1.22312e-4,3.898757310135287e-5
IV 117667 118170 +,RPL35A,RRP6,9.48275e-5,4.37275e-5
IV 117667 118170 +,RPL35A,U_R,0.0010525623333333333,5.947834625680549e-5
IV 117667 118170 +,RPL35A,UPF1,6.474123333333334e-4,9.625286731890699e-5
IV 117669 118159 +,RPL35A,RRP6,2.9850549999999997e-4,7.835500000000017e-6
IV 117669 118159 +,RPL35A,U_R,1.5805533333333334e-4,5.672374995047882e-5
IV 117669 118159 +,RPL35A,UPF1,1.51933e-4,5.7533028968874343e-5
IV 117831 118157 +,RPL35A,U_R,1.948095e-4,2.8604500000000007e-5
IV 117831 118157 +,RPL35A,UPF1,4.585e-5,1.3500000000000021e-6
IV 122078 122167 +,YDL189W_five_prime_UTR_intron,RRP6,0.02171959533333333,0.005215179577257218
IV 122078 122167 +,YDL189W_five_prime_UTR_intron,U_R,0.03858775066666666,0.014620108167348425
IV 122078 122167 +,YDL189W_five_prime_UTR_intron,UPF1,0.016181952666666666,0.0013960703069215788
IV 122078 122186 +,YDL189W_five_prime_UTR_intron,RRP6,0.017944287,0.013928223
IV 122078 122186 +,YDL189W_five_prime_UTR_intron,U_R,0.013388317,0.003864227670655333
IV 122078 122186 +,YDL189W_five_prime_UTR_intron,UPF1,0.016379363,0.002166546196330233
IV 122078 122194 +,YDL189W_five_prime_UTR_intron,RRP6,0.004144784,1.2872000000000014e-4
IV 122078 122194 +,YDL189W_five_prime_UTR_intron,UPF1,0.017075766,0.009043636999999998
IV 1236760 1237645 +,YRA1,UPF1,0.0014971535,4.370824999999999e-4
IV 1236843 1237630 +,YRA1,UPF1,0.002590714,1.1721599999999985e-4
IV 1319618 1319816 -,DYN2,RRP6,0.004312711833333333,6.080908833816108e-4
IV 1319618 1319816 -,DYN2,U_R,0.015000807333333335,0.0015482163942718017
IV 1319618 1319816 -,DYN2,UPF1,0.015587728333333334,0.00223636558813334
IV 1319627 1319697 -,DYN2,RRP6,0.00203836,2.2237899999999995e-4
IV 1319627 1319697 -,DYN2,U_R,0.013117941,6.051961699584139e-4
IV 1319627 1319697 -,DYN2,UPF1,0.021638308666666668,0.0028171022700194575
IV 1319746 1319816 -,DYN2,RRP6,0.0018779640000000002,6.065080000000001e-4
IV 1319746 1319816 -,DYN2,U_R,0.006594005666666666,9.190340067629586e-4
IV 1319746 1319816 -,DYN2,UPF1,0.006859034333333333,0.002244772218837235
IV 1319748 1319816 -,DYN2,RRP6,0.007089034,0.002094963147902846
IV 1319748 1319816 -,DYN2,U_R,0.011358012666666667,0.0015166321450253229
IV 1319748 1319816 -,DYN2,UPF1,0.015227432666666665,0.001770583221302737
IV 1355232 1355550 -,RPS17B,RRP6,3.4915500000000003e-4,1.07988e-4
IV 1355232 1355550 -,RPS17B,U_R,0.008297187333333334,7.164485802494447e-4
IV 1355232 1355550 -,RPS17B,UPF1,0.010138900666666667,0.0019086604555054079
IV 1355251 1355550 -,RPS17B,U_R,9.25458e-4,5.976400000000001e-5
IV 1355251 1355550 -,RPS17B,UPF1,2.804903333333333e-4,4.2656109153450824e-5
IV 1355268 1355550 -,RPS17B,U_R,0.001115775,2.8947569723035475e-4
IV 1355268 1355550 -,RPS17B,UPF1,0.002192908,4.0654571103669677e-4
IV 1359970 1360373 +,RPS18A,RRP6,3.6775366666666666e-4,1.1029468425742215e-4
IV 1359970 1360373 +,RPS18A,U_R,0.0041401116666666665,3.5275621471129943e-4
IV 1359970 1360373 +,RPS18A,UPF1,0.005385353666666667,5.237962559944256e-4
IV 1359970 1360378 +,RPS18A,U_R,9.016296666666667e-4,2.2801837825369353e-4
IV 1359970 1360378 +,RPS18A,UPF1,0.0012176076666666666,1.1922500442766934e-4
IV 1359970 1360405 +,RPS18A,RRP6,2.0016166666666666e-4,2.484415079606823e-5
IV 1359970 1360405 +,RPS18A,U_R,2.2697733333333333e-4,5.028209148505172e-5
IV 1359970 1360405 +,RPS18A,UPF1,1.6957333333333333e-4,5.179338792205474e-5
IV 1359970 1360438 +,RPS18A,U_R,0.031772748,0.002271390108035825
IV 1359970 1360438 +,RPS18A,UPF1,0.04075911833333333,0.002185032246974579
IV 1359970 1360560 +,RPS18A,RRP6,7.6432e-5,3.4831999999999994e-5
IV 1359972 1360406 +,RPS18A,RRP6,0.0037713169999999997,4.330722859631326e-4
IV 1359972 1360406 +,RPS18A,U_R,0.0034968906666666666,2.0287669524478275e-4
IV 1359972 1360406 +,RPS18A,UPF1,0.004157712,4.1498810863485397e-4
IV 1401788 1402184 +,RPL27B,U_R,4.5858966666666666e-4,1.1719596737990224e-4
IV 1401788 1402184 +,RPL27B,UPF1,3.7876133333333335e-4,1.1931536477941325e-4
IV 1401792 1402184 +,RPL27B,RRP6,4.518745e-4,1.1256550000000003e-4
IV 1401792 1402184 +,RPL27B,U_R,6.171146666666666e-4,1.6314571169901397e-4
IV 1401792 1402184 +,RPL27B,UPF1,8.56219e-4,1.0539727531582589e-4
IV 1401797 1402184 +,RPL27B,RRP6,5.463789999999999e-4,3.8047226736430267e-05
IV 1401797 1402184 +,RPL27B,U_R,0.0027899303333333335,1.1046439238857826e-4
IV 1401797 1402184 +,RPL27B,UPF1,0.003092666,2.3566214836498467e-4
IV 1401801 1402144 +,RPL27B,U_R,1.37408e-4,6.080799999999999e-5
IV 1401801 1402144 +,RPL27B,UPF1,8.62945e-5,2.57945e-5
IV 1401801 1402404 +,RPL27B,RRP6,3.17409e-4,7.884814947099266e-5
IV 1401801 1402404 +,RPL27B,U_R,2.4407550000000002e-4,1.674755e-4
IV 1401801 1402404 +,RPL27B,UPF1,1.9226033333333333e-4,2.483617364741285e-5
IV 1450456 1450846 -,RPL37B,U_R,2.69903e-4,4.816735764325601e-5
IV 1450456 1450846 -,RPL37B,UPF1,1.9207833333333333e-4,1.1916726746934796e-4
IV 1450457 1450845 -,RPL37B,RRP6,1.7145866666666665e-4,6.19291186231844e-5
IV 1450457 1450845 -,RPL37B,U_R,2.31088e-4,7.590374761059783e-5
IV 1450457 1450845 -,RPL37B,UPF1,2.9132633333333333e-4,9.47411105105792e-5
IV 1450458 1450849 -,RPL37B,RRP6,9.520500000000001e-5,2.7824126670930753e-5
IV 1450458 1450849 -,RPL37B,U_R,5.76e-5,3.0000000000000046e-7
IV 1450458 1450849 -,RPL37B,UPF1,5.0600000000000003e-5,2.54e-5
IV 1450459 1450847 -,RPL37B,RRP6,4.115e-5,1.165e-5
IV 1450459 1450847 -,RPL37B,U_R,6.756666666666666e-5,9.96817156977369e-6
IV 1450459 1450847 -,RPL37B,UPF1,4.096666666666667e-5,1.5716693177778984e-5
IV 1450475 1450846 -,RPL37B,RRP6,2.2557166666666665e-4,3.6751833284582924e-5
IV 1450475 1450846 -,RPL37B,U_R,1.5417766666666667e-4,2.5391260966018297e-5
IV 1450475 1450846 -,RPL37B,UPF1,1.7460400000000002e-4,3.920928949028959e-5
IV 216158 216504 +,YDL137W_five_prime_UTR_intron,RRP6,0.004416224666666667,5.157519349339479e-4
IV 216158 216504 +,YDL137W_five_prime_UTR_intron,U_R,0.0019187176666666667,8.475293358895872e-4
IV 216158 216504 +,YDL137W_five_prime_UTR_intron,UPF1,0.004563144333333333,0.0013361870334661656
IV 216158 216512 +,YDL137W_five_prime_UTR_intron,RRP6,0.002433644,0.001692903
IV 216158 216512 +,YDL137W_five_prime_UTR_intron,U_R,6.902473333333333e-4,5.0279734450814725e-5
IV 216158 216512 +,YDL137W_five_prime_UTR_intron,UPF1,7.63669e-4,3.7910000000000044e-6
IV 216158 216521 +,YDL137W_five_prime_UTR_intron,RRP6,0.0059765784999999995,0.0018500314999999995
IV 216158 216521 +,YDL137W_five_prime_UTR_intron,U_R,0.00549034,8.926390000000002e-4
IV 216158 216521 +,YDL137W_five_prime_UTR_intron,UPF1,0.005380546333333333,0.0013662757471894578
IV 217603 218020 +,RPL35B,U_R,0.5001595806666667,0.499920210402209
IV 217603 218020 +,RPL35B,UPF1,5.052235e-4,2.587765e-4
IV 217605 218009 +,RPL35B,RRP6,5.611553333333334e-4,8.004946007382632e-5
IV 217605 218009 +,RPL35B,U_R,0.6670504633333333,0.666474777735924
IV 217605 218009 +,RPL35B,UPF1,4.3618766666666663e-4,1.417033101193398e-4
IV 217630 218007 +,RPL35B,UPF1,1.9385e-4,1.1174999999999998e-4
IV 217817 218007 +,RPL35B,RRP6,3.8169e-4,1.822921975839888e-4
IV 217817 218007 +,RPL35B,U_R,0.8336529966666667,0.8331735035763255
IV 217817 218007 +,RPL35B,UPF1,6.09246e-4,2.278322836562018e-4
IV 230020 230273 +,RPP1B,U_R,1.24574e-4,5.383052046314739e-6
IV 230020 230273 +,RPP1B,UPF1,0.020586004333333335,0.020476229183552772
IV 230020 230293 +,RPP1B,U_R,9.151999999999999e-5,4.3819999999999984e-5
IV 254943 255044 -,IWR1,RRP6,0.025469694,0.015843041569017998
IV 254943 255044 -,IWR1,U_R,0.081971443,0.01639555774983292
IV 254943 255044 -,IWR1,UPF1,0.093169342,0.014365819255253294
IV 254949 255044 -,IWR1,U_R,0.0327900575,3.225255000000003e-4
IV 254956 255044 -,IWR1,RRP6,0.201761132,0.03757318127417805
IV 254956 255044 -,IWR1,U_R,0.750584775,0.0626461883235826
IV 254956 255044 -,IWR1,UPF1,0.761153944,0.14044546339487896
IV 254975 255148 -,IWR1,RRP6,0.024074659333333335,0.010833183949145337
IV 254975 255148 -,IWR1,U_R,0.033379297333333335,0.0132256739617027
IV 254975 255148 -,IWR1,UPF1,0.011489781499999999,0.005316941499999999
IV 306806 307765 -,RPS16B,RRP6,1.6800066666666666e-4,8.45535849118442e-5
IV 306806 307765 -,RPS16B,U_R,2.805796666666667e-4,4.732516477285397e-5
IV 306806 307765 -,RPS16B,UPF1,1.83092e-4,8.044902574922831e-5
IV 307364 307765 -,RPS16B,RRP6,4.8566666666666664e-5,1.7153652024504223e-5
IV 307364 307765 -,RPS16B,U_R,1.9398433333333334e-4,6.338877841367333e-5
IV 307364 307765 -,RPS16B,UPF1,2.5062e-4,4.70338367702799e-5
IV 308428 308769 +,RPL13A,U_R,2.77225e-4,1.6682499999999998e-4
IV 308428 308769 +,RPL13A,UPF1,9.75835e-5,3.2834999999999966e-6
IV 308428 308803 +,RPL13A,U_R,0.0011680780000000001,0.001057066
IV 308428 308803 +,RPL13A,UPF1,0.0013806164999999998,6.940724999999999e-4
IV 308523 308792 +,RPL13A,UPF1,1.951715e-4,6.563500000000006e-6
IV 322283 322684 +,RPL31A,UPF1,7.19e-5,1.5499999999999997e-5
IV 322283 322689 +,RPL31A,RRP6,1.575e-5,6.499999999999997e-7
IV 322283 322689 +,RPL31A,UPF1,1.0033433333333334e-4,2.1522934204651976e-5
IV 322283 322694 +,RPL31A,RRP6,6.465e-5,1.0850000000000001e-5
IV 322283 322694 +,RPL31A,UPF1,1.4880433333333334e-4,4.3676736639135995e-5
IV 322283 322760 +,RPL31A,RRP6,7.607233333333333e-5,3.1919694006121747e-5
IV 322283 322760 +,RPL31A,UPF1,6.435e-5,6.0500000000000005e-6
