intron_ID,gene,sample_prefix,Ave,SE
IV 340811 341183 -,YDL061C_five_prime_UTR_intron,RRP6,0.004964870666666667,2.1849843256976565e-4
IV 340829 341219 -,YDL061C_five_prime_UTR_intron,RRP6,7.72552e-4,2.8133105286358515e-4
IV 399362 399495 +,ARP2,RRP6,0.002226595333333333,0.001602753270571855
IV 457476 458097 -,MAF1,RRP6,0.013014643,0.0025616810000000005
IV 458039 458097 -,MAF1,RRP6,0.005684182666666667,0.0023867685846700997
IV 491558 491897 +,RPS11A,RRP6,1.3093266666666667e-4,5.764585253752241e-5
IV 491560 491887 +,RPS11A,RRP6,2.8000000000000003e-5,8.999999999999997e-7
IV 491689 491898 +,RPS11A,RRP6,1.4527266666666667e-4,2.2599211080133846e-5
IV 491787 491898 +,RPS11A,RRP6,7.045e-5,1.625e-5
IV 579465 580017 +,RPS13,RRP6,4.209999999999999e-5,7.000000000000001e-7
IV 579479 580024 +,RPS13,RRP6,5.3966666666666666e-5,1.1873546694695364e-5
IV 579895 580017 +,RPS13,RRP6,2.74692e-4,5.2339294362203e-5
IV 629906 630038 +,UBC13,RRP6,0.0025971279999999998,1.9616799999999982e-4
IV 629906 630056 +,UBC13,RRP6,0.005111758333333333,9.928025778663707e-4
IV 652781 653480 +,YDR099W_five_prime_UTR_intron,RRP6,0.0020776623333333332,6.102400047351133e-4
IV 652781 653490 +,YDR099W_five_prime_UTR_intron,RRP6,0.002316881,4.78646e-4
IV 652781 653526 +,YDR099W_five_prime_UTR_intron,RRP6,0.03384067566666667,0.0026946605011388936
IV 652781 653555 +,YDR099W_five_prime_UTR_intron,RRP6,0.0013184784999999998,5.197565e-4
IV 652781 653562 +,YDR099W_five_prime_UTR_intron,RRP6,0.0019297840000000001,9.828837319776605e-4
IV 65307 65371 +,DTD1,RRP6,0.0024956135,6.539924999999999e-4
IV 715178 715358 -,SAC6,RRP6,5.58458e-4,3.5718999999999974e-5
IV 715192 715358 -,SAC6,RRP6,0.004004021666666666,9.083156246574085e-4
IV 715248 715354 -,SAC6,RRP6,0.007127353333333333,0.002713489178953937
IV 733686 733775 -,RUB1,RRP6,0.008641496333333333,6.536753067378161e-4
IV 733708 733775 -,RUB1,RRP6,0.0016670326666666667,8.41906943531634e-4
IX 155223 155433 +,COX5B,RRP6,0.015931531999999998,0.00689266448089796
IX 155223 155438 +,COX5B,RRP6,0.026899776333333333,0.00863824989048616
IX 256554 257025 -,RPL34B,RRP6,8.481433333333333e-5,3.4506553079733194e-5
IX 47699 47755 +,YIL156W-B,RRP6,0.001522666,3.012900000000005e-5
IX 47699 47756 +,YIL156W-B,RRP6,0.0027168416666666665,6.255932610550122e-4
IX 47699 47764 +,YIL156W-B,RRP6,0.03942789233333333,0.0052194071922642814
IX 47699 47788 +,YIL156W-B,RRP6,0.006657988,4.4680799999999993e-4
IX 99096 99414 -,RPL16A,RRP6,1.0442749999999999e-4,1.76275e-5
IX 99120 99385 -,RPL16A,RRP6,1.9821266666666666e-4,7.763775624512714e-5
IX 99131 99385 -,RPL16A,RRP6,7.197903333333334e-4,6.003417427136352e-5
V 148195 148291 +,GIM4,RRP6,0.0013427763333333333,6.176581245695533e-4
V 158999 159091 -,PMI40,RRP6,0.001539045,9.656509999999999e-4
V 269751 270147 -,RPL34A,RRP6,8.33425e-5,2.5542499999999995e-5
V 269784 270148 -,RPL34A,RRP6,8.847863333333333e-4,1.570369266397061e-4
V 307656 307848 +,YOS1,RRP6,0.003637513,7.774709126115267e-4
V 307747 307816 +,YOS1,RRP6,0.0017803933333333333,2.5174387268434386e-4
V 307747 307818 +,YOS1,RRP6,0.004509238333333334,9.415905644387645e-4
V 307747 307824 +,YOS1,RRP6,0.0020819146666666666,7.831031274790342e-4
V 307747 307838 +,YOS1,RRP6,0.0021559220000000002,3.9495186360534283e-4
V 307958 308068 +,YOS1,RRP6,0.002661264333333333,4.3049655914549563e-4
V 348093 348276 -,AIM11,RRP6,0.009555704666666666,0.002803706290781682
V 348192 348276 -,AIM11,RRP6,0.0166116315,0.0025271245
V 362734 363093 +,YER102W_five_prime_UTR_intron,RRP6,7.246666666666666e-5,2.2519127672072713e-6
V 362913 363092 +,YER102W_five_prime_UTR_intron,RRP6,4.8561333333333335e-4,1.3719305224188448e-4
V 396771 397281 +,RPL23B,RRP6,5.02749e-4,3.1514314572904807e-4
V 396811 397282 +,RPL23B,RRP6,3.076453333333333e-4,4.2079892800613355e-5
V 396811 397285 +,RPL23B,RRP6,1.1131166666666666e-4,1.3258225903608336e-5
V 423591 423931 +,YER131W_five_prime_UTR_intron,RRP6,6.82032e-4,5.203725970081438e-4
V 423591 423941 +,YER131W_five_prime_UTR_intron,RRP6,2.185275e-4,1.1001499999999991e-5
V 423825 423951 +,YER131W_five_prime_UTR_intron,RRP6,7.134466666666667e-4,1.656077510598796e-5
VI 203292 203386 -,LSB3,RRP6,0.005707573666666667,0.0019732017311250203
VI 223440 223771 -,YFR032C-A_five_prime_UTR_intron,RRP6,5.833629999999999e-4,2.75814289765777e-4
VI 223441 223727 -,YFR032C-A_five_prime_UTR_intron,RRP6,2.14564e-4,7.298668290402937e-5
VI 64354 64856 -,RPL22B,RRP6,0.0014892965000000001,5.268325e-4
VI 64354 64920 -,RPL22B,RRP6,0.006170956,0.001108089828303193
VI 64357 64920 -,RPL22B,RRP6,0.0043249890000000004,0.0017348879136880862
VI 64588 64920 -,RPL22B,RRP6,9.852645e-4,2.280050000000002e-5
VI 64592 64920 -,RPL22B,RRP6,0.003139833666666667,0.001094565695127575
VI 64600 64856 -,RPL22B,RRP6,0.015084923333333333,0.004041541305065075
VII 148599 148711 -,YGL189C_five_prime_UTR_intron,RRP6,0.0012240475,3.923315e-4
VII 148599 148716 -,YGL189C_five_prime_UTR_intron,RRP6,0.001846911,6.817968471864132e-5
VII 148599 148767 -,YGL189C_five_prime_UTR_intron,RRP6,9.277986666666666e-4,3.4069464699656077e-4
VII 148599 148901 -,YGL189C_five_prime_UTR_intron,RRP6,0.001286994,5.467147712531036e-4
VII 148599 148969 -,YGL189C_five_prime_UTR_intron,RRP6,0.0844122535,0.0838734605
VII 148631 148715 -,YGL189C_five_prime_UTR_intron,RRP6,4.20413e-4,1.5101600000000002e-4
VII 148641 148715 -,YGL189C_five_prime_UTR_intron,RRP6,0.00036724866666666667,8.580705124548008e-5
VII 311229 311526 +,RPL28,RRP6,3.65e-5,9.399999999999996e-6
VII 311400 311526 +,RPL28,RRP6,2.4826533333333333e-4,1.0014595586165449e-4
VII 364965 365147 -,RPL7A,RRP6,5.2799999999999996e-5,2.0969104256818733e-5
VII 364965 365985 -,RPL7A,RRP6,5.96e-5,1.4601027361114012e-5
VII 365526 365985 -,RPL7A,RRP6,3.8136766666666666e-4,7.623666697054494e-5
VII 365527 365969 -,RPL7A,RRP6,6.835000000000001e-5,1.985e-5
VII 436313 436378 +,HOP2,RRP6,0.06245981133333333,0.009790703505609804
VII 436313 436504 +,HOP2,RRP6,0.025594992666666667,0.008323214593218201
VII 437966 438397 -,YGL031C_five_prime_UTR_intron,RRP6,1.878175e-4,1.1851749999999997e-4
VII 439085 439323 +,RPL30,RRP6,3.3833333333333334e-5,1.509551073811166e-5
VII 439095 439325 +,RPL30,RRP6,1.9125366666666667e-4,5.299651422604238e-5
VII 439095 439326 +,RPL30,RRP6,5.15e-5,1.596757130353058e-5
VII 439096 439325 +,RPL30,RRP6,2.8186733333333336e-4,3.635155531901093e-5
VII 439098 439323 +,RPL30,RRP6,3.4556666666666665e-4,1.9934903229706888e-5
VII 439100 439294 +,RPL30,RRP6,9.6091e-5,1.3899341027545157e-5
VII 439100 439313 +,RPL30,RRP6,1.5934800000000002e-4,6.354461517180929e-5
VII 439100 439323 +,RPL30,RRP6,0.0012606030000000001,6.270030034218338e-5
VII 439103 439323 +,RPL30,RRP6,2.62e-5,6.7801179930735725e-6
VII 497339 497458 -,EFM5,RRP6,0.0048446655,0.0034748024999999997
VII 497373 497458 -,EFM5,RRP6,0.0023874825,9.403045e-4
VII 534474 534781 -,YGR027C_five_prime_UTR_intron,RRP6,0.085271272,9.301977286536063e-4
VII 543639 543788 +,ERV1,RRP6,0.004180097,8.732800000000023e-5
VII 555831 556109 +,RPL26B,RRP6,0.045518547,0.045390544
VII 555831 556304 +,RPL26B,RRP6,4.725e-5,2.595e-5
VII 556128 556307 +,RPL26B,RRP6,0.0227486225,0.022705922499999996
VII 556156 556307 +,RPL26B,RRP6,0.015173881666666666,0.0151403325882944
VII 62064 62189 +,TAN1,RRP6,0.0017452664999999998,5.404475e-4
VII 62132 62183 +,TAN1,RRP6,0.010876969666666667,0.002295997330207967
VII 62132 62196 +,TAN1,RRP6,0.013987271333333334,0.0021526431117283346
VII 62132 62214 +,TAN1,RRP6,0.0023465955,0.0011417765
VII 727039 727385 +,RPS23A,RRP6,9.20735e-5,1.5073499999999996e-5
VII 727039 727510 +,RPS23A,RRP6,2.1625266666666667e-4,4.6092487277694674e-5
VII 727204 727357 +,RPS23A,RRP6,4.574905e-4,3.860905e-4
VII 72845 73137 -,OST5,RRP6,0.0011020259999999999,5.2707999999999936e-5
VII 72985 73137 -,OST5,RRP6,0.002626528,6.856554051054608e-4
VII 787691 788178 -,YGR148C_five_prime_UTR_intron,RRP6,3.815375e-4,1.773095e-4
VII 787784 788178 -,YGR148C_five_prime_UTR_intron,RRP6,0.008592795333333333,7.505408018332144e-4
VII 787787 787866 -,YGR148C_five_prime_UTR_intron,RRP6,1.7767966666666667e-4,6.433713396718192e-5
VII 787787 788015 -,YGR148C_five_prime_UTR_intron,RRP6,4.09704e-4,1.449617695440192e-4
VII 787787 788678 -,YGR148C_five_prime_UTR_intron,RRP6,0.058823613999999996,0.014699044534184061
VII 787800 788178 -,YGR148C_five_prime_UTR_intron,RRP6,6.799589999999999e-4,2.8362656091828446e-4
VII 920660 921114 +,RPS0A,RRP6,2.8896900000000003e-4,1.1276817595403414e-4
VII 920665 921113 +,RPS0A,RRP6,3.606533333333334e-4,7.533478911351502e-5
VII 920665 921129 +,RPS0A,RRP6,1.24208e-4,4.665668866661385e-5
VIII 104408 104806 +,RPL14B,RRP6,4.13647e-4,1.2689904596305417e-4
VIII 126548 127112 +,RPL27A,RRP6,7.704733333333333e-5,4.5223221620952415e-5
VIII 126552 126829 +,RPL27A,RRP6,8.777233333333333e-5,2.5194944574479837e-5
VIII 129529 129630 +,VPS29,RRP6,0.004848158,0.0028441499999999997
VIII 138237 138408 -,YSC84,RRP6,0.012756921,0.003344979022243787
VIII 138257 138408 -,YSC84,RRP6,0.04127202533333334,0.006935614213282108
VIII 148110 148666 -,RPS27B,RRP6,7.391823333333334e-4,1.3756177891930755e-4
VIII 148114 148664 -,RPS27B,RRP6,2.0677e-4,6.113800000000001e-5
VIII 148117 148508 -,RPS27B,RRP6,3.01596e-4,1.1422278750027656e-4
VIII 148118 148669 -,RPS27B,RRP6,3.135e-5,2.1499999999999997e-6
VIII 148151 148666 -,RPS27B,RRP6,3.3700766666666665e-4,1.3704993140012067e-4
VIII 251156 251258 +,PTC7,RRP6,0.002619596,6.857599999999987e-5
VIII 251156 251458 +,PTC7,RRP6,0.0072784953333333334,0.0025489860875535283
VIII 255675 255750 -,NMD2,RRP6,0.0029879859999999998,2.4825999999999993e-4
VIII 298360 298483 -,YHR097C,RRP6,0.0022199769999999997,2.217499999999993e-5
VIII 298381 298484 -,YHR097C,RRP6,0.00728022,0.0015109889999999997
VIII 298387 298484 -,YHR097C,RRP6,0.003021978,8.24176e-4
VIII 298423 298484 -,YHR097C,RRP6,0.006150314666666667,0.002139968016113507
VIII 315790 315858 -,BIG1,RRP6,0.013117717000000001,0.006611717408727429
VIII 498708 498786 -,NBL1,RRP6,0.09207813033333333,0.011528851919045865
VIII 505244 505516 -,RPS4B,RRP6,7.283e-5,2.3462691661444136e-5
VIII 505247 505515 -,RPS4B,RRP6,9.418366666666667e-5,2.0740998853585728e-5
X 156770 157249 -,RPS21B,RRP6,1.3631800000000002e-4,1.2425000000000004e-5
X 156791 157250 -,RPS21B,RRP6,5.575e-5,6.15e-6
X 172413 172752 -,YJL130C_five_prime_UTR_intron,RRP6,0.091878185,0.012337048332796034
X 172437 172752 -,YJL130C_five_prime_UTR_intron,RRP6,0.0021118823333333334,8.222144543338097e-4
X 172440 172752 -,YJL130C_five_prime_UTR_intron,RRP6,0.005782753666666666,4.855573606830036e-4
X 435228 435327 +,PRE3,RRP6,6.056615e-4,2.0405550000000003e-4
X 435228 435429 +,PRE3,RRP6,0.001007268,1.9755099999999994e-4
X 435228 435469 +,PRE3,RRP6,0.0013054076666666665,5.876227192375318e-4
X 469184 469405 -,REC107,RRP6,0.4166666666666667,0.169148192751537
X 50269 50435 -,NCE101,RRP6,0.017503518,0.003093691239153858
X 50344 50411 -,NCE101,RRP6,0.0074479915,0.0030232124999999997
X 608483 608581 +,RPL43B,RRP6,0.004748047,0.004578181
X 702781 703054 -,RPS4A,RRP6,9.1849e-5,3.193119542077935e-5
X 702798 703053 -,RPS4A,RRP6,5.47e-5,1.9900335005555397e-5
X 73797 74216 +,RPS14B,RRP6,0.0018918153333333334,7.300907682163758e-4
X 74081 74204 +,RPS14B,RRP6,0.001035658,2.889999434723128e-4
X 74099 74204 +,RPS14B,RRP6,3.60203e-4,9.5793e-5
X 74114 74204 +,RPS14B,RRP6,0.044817288999999996,0.005102556363185942
X 75941 76326 +,RPL39,RRP6,1.3262849999999999e-4,4.522849999999999e-5
X 91052 91461 +,RPL17B,RRP6,0.083421837,0.08324482999999999
X 91095 91256 +,RPL17B,RRP6,0.38894388900000004,0.3888613890154297
X 91095 91424 +,RPL17B,RRP6,0.22238717833333332,0.22213974457848068
XI 109546 109883 +,RPL17A,RRP6,0.045712662,0.045196428999999996
XI 109578 109890 +,RPL17A,RRP6,0.36416643833333334,0.3633713521730372
XI 109578 109966 +,RPL17A,RRP6,0.030443020666666668,0.0302330430883455
XI 109580 109885 +,RPL17A,RRP6,2.76593e-4,2.19193e-4
XI 109594 109881 +,RPL17A,RRP6,0.090940091,0.090878091
XI 155272 155622 +,APE2,RRP6,0.0035279265,2.599525000000001e-4
XI 155272 155629 +,APE2,RRP6,0.012516761666666666,5.76695565503537e-4
XI 158616 158973 +,RPS27A,RRP6,4.5703949999999997e-4,1.2895549999999997e-4
XI 158770 158966 +,RPS27A,RRP6,0.004136961,0.0035509659999999996
XI 166400 166484 +,YKL150W_five_prime_UTR_intron,RRP6,0.081585082,0.020979021
XI 166400 166516 +,YKL150W_five_prime_UTR_intron,RRP6,0.576146076,0.12375978518975103
XI 166400 166535 +,YKL150W_five_prime_UTR_intron,RRP6,0.1079545455,0.0170454545
XI 166447 166516 +,YKL150W_five_prime_UTR_intron,RRP6,0.419944639,0.038150765811364576
XI 283096 283422 +,TEF4,RRP6,6.014216666666667e-4,4.2687486413246577e-4
XI 283096 284525 +,TEF4,RRP6,4.1083233333333335e-4,1.3517496210755075e-4
XI 283097 283422 +,TEF4,RRP6,0.0018414513333333332,3.832394773273118e-4
XI 430456 430654 -,SFT1,RRP6,0.0061676145,0.0023940295
XI 432031 432432 +,RPL14A,RRP6,3.793333333333333e-5,9.981705487763323e-6
XI 437838 437906 +,DID4,RRP6,0.012634240333333335,0.00474842108385322
XI 437838 437913 +,DID4,RRP6,0.0035392255,3.746685e-4
XI 437838 437925 +,DID4,RRP6,0.005894938,6.699221352786706e-4
XI 551680 552001 +,RPS21A,RRP6,0.30006160649999997,0.29993839349999996
XI 551681 551972 +,RPS21A,RRP6,0.100104435,0.09989556499999999
XI 551681 552043 +,RPS21A,RRP6,0.2667978966666667,0.26660105175706433
XI 618375 618526 -,RPL40B,RRP6,0.0015399873333333332,1.9893170414770774e-4
XI 625902 625986 +,PCC1,RRP6,0.002220047,7.34163e-4
XI 82999 83081 +,CNB1,RRP6,0.014112030333333333,0.0010587932627504658
XI 82999 83083 +,CNB1,RRP6,0.0013873165,3.412915e-4
XI 93303 93465 -,YKL186C_five_prime_UTR_intron,RRP6,5.018518518333333,0.4993136578178109
XI 93303 93515 -,YKL186C_five_prime_UTR_intron,RRP6,0.611111111,0.1156481110458678
XI 93367 93465 -,YKL186C_five_prime_UTR_intron,RRP6,6.722222222333333,0.8859906456022266
XII 1028871 1029254 +,RPL6B,RRP6,1.504695e-4,4.930500000000002e-6
XII 242322 243162 +,RPS0B,RRP6,1.54614e-4,1.2654403541850565e-5
XII 263207 263595 +,RPL22A,RRP6,4.1649999999999996e-5,1.625e-5
XII 327269 327399 -,NYV1,RRP6,0.0028327505,7.450675e-4
XII 564455 564517 -,ATG38,RRP6,0.043135436,0.0023191089999999998
XII 712726 713247 -,RPS30A,RRP6,6.37e-5,2.0200000000000003e-5
XII 712728 713157 -,RPS30A,RRP6,5.8433333333333335e-5,1.4342284026999017e-5
XII 744154 744231 +,UBC12,RRP6,0.014424779,0.005575221
XII 744154 744239 +,UBC12,RRP6,0.16298576366666667,0.025125843433225593
XII 766052 766129 -,TAD3,RRP6,0.018139757666666666,0.010239532192054453
XII 766074 766249 -,TAD3,RRP6,0.0108007025,3.778263885636498e-4
XII 766158 766249 -,TAD3,RRP6,0.010519793999999999,0.004793374286797801
XII 766187 766249 -,TAD3,RRP6,0.040607262,0.005402486180780507
XII 795919 796335 -,YLR333C_five_prime_UTR_intron,RRP6,9.67722e-4,2.4951347068712207e-4
XII 855878 856427 +,YLR367W_five_prime_UTR_intron,RRP6,0.250255083,0.013430575884676
XII 855881 856436 +,YLR367W_five_prime_UTR_intron,RRP6,0.0013236636666666666,3.9337553308271616e-4
XII 855881 856438 +,YLR367W_five_prime_UTR_intron,RRP6,0.00127121,6.75262e-4
XII 856570 857057 +,RPS22B,RRP6,5.511905e-4,2.851625e-4
XII 856989 857057 +,RPS22B,RRP6,0.352274558,0.01076358049622058
XII 856993 857057 +,RPS22B,RRP6,0.0014849875,6.869025e-4
XII 898160 898647 +,YLR388W_five_prime_UTR_intron,RRP6,1.8677049999999998e-4,8.937049999999999e-5
XII 898549 898645 +,YLR388W_five_prime_UTR_intron,RRP6,0.0028235115,5.822325e-4
XII 987142 987221 +,TDA5,RRP6,0.029657378666666664,0.009459389683142042
XII 987142 987233 +,TDA5,RRP6,0.0188572425,0.011105304499999998
XII 987142 987339 +,TDA5,RRP6,0.00504454,0.0013540643376309708
XII 987142 987349 +,TDA5,RRP6,0.023879928333333335,0.004738234569751246
XIII 123388 124157 -,RPL6A,RRP6,0.0028876496666666667,6.427904845998509e-4
XIII 123745 124159 -,RPL6A,RRP6,4.36207e-4,2.0536699999999997e-4
XIII 140091 140188 -,ERV41,RRP6,0.002743281,3.336420000000001e-4
XIII 163553 163716 -,IMD4,RRP6,0.0013296866666666668,3.737556840862461e-4
XIII 211441 211570 +,SRC1,RRP6,1.504115992,0.028316732714298597
XIII 223235 223781 -,RPS18B,RRP6,1.7819366666666666e-4,1.0165124596766031e-4
XIII 223238 223781 -,RPS18B,RRP6,3.493205e-4,2.7492049999999996e-4
XIII 223379 223779 -,RPS18B,RRP6,0.004420996666666666,9.583200743652636e-4
XIII 223380 223781 -,RPS18B,RRP6,1.25752e-4,5.8410925553358596e-5
XIII 23361 23654 -,TUB3,RRP6,0.0012034693333333334,5.15231061701231e-4
XIII 23474 23658 -,TUB3,RRP6,4.4992999999999997e-4,9.206999999999981e-6
XIII 337818 337917 +,ARP9,RRP6,0.003420135,0.0010049989098682313
XIII 424998 425124 +,SEC14,RRP6,0.0032062643333333335,0.00115441081011893
XIII 424998 425160 +,SEC14,RRP6,0.001532022,6.34356e-4
XIII 499882 500154 -,ASC1,RRP6,0.0030865473333333334,3.3732673430485443e-4
XIII 517729 517885 +,STO1,RRP6,0.0069597365,3.262374999999998e-4
